|                    |F1|F2|F3|F4|F5|F6|F7|F8|F9|ANSWER|
| Individual 647       |46.0309|0.0286645|43.3373|1.8604|3.69269|187.816|-39.453|216.687|1.83173|-42.3382|48.6456|
| Individual 648       |41.5396|0.0703609|28.1076|2.04553|5.20943|171.368|93.4038|140.538|1.97517|-36.3302|77.1694|
| Individual 649       |55.036|0.0153143|29.3836|2.056|14.2424|234.386|39.0805|146.918|2.04069|-40.7936|136.032|
| Individual 650       |56.6892|0.155178|27.8144|2.05041|5.0823|231.839|0.143693|139.072|1.89524|-51.6069|138.92|
| Individual 651       |62.7375|0.18097|36.6602|2.06766|5.13562|256.086|22.3197|183.301|1.88669|-57.6019|136.671|
| Individual 652       |45.4857|0.0642127|34.7429|1.83597|5.55074|187.493|2.07782|173.714|1.77175|-39.935|74.4062|
| Individual 653       |58.5408|0.0558729|28.1602|2.09224|5.28888|239.452|9.50337|140.801|2.03637|-53.2519|144.79|
| Individual 654       |45.0026|0.159475|38.2061|1.80812|5.6755|185.686|165.825|191.031|1.64864|-39.3271|62.8245|
| Individual 655       |55.3793|0.00838983|38.9146|2.06577|4.7563|226.274|6.37717|194.573|2.05738|-50.623|99.243|
| Individual 656       |46.8957|0.171298|24.2939|1.80855|4.01233|191.595|111.599|121.469|1.63725|-42.8834|110.527|
| Individual 657       |60.0084|0.0251794|40.9118|1.92829|5.29736|245.331|1.93413|204.559|1.90311|-54.711|113.08|
| Individual 658       |39.0379|0.00465852|36.9693|1.84691|7.15029|163.302|-29.5771|184.846|1.84225|-31.8876|43.1828|
| Individual 659       |42.4021|0.0415701|37.5713|2.0605|2.7168|172.325|89.1955|187.856|2.01893|-39.6853|49.5166|
| Individual 660       |54.5588|0.046812|32.3387|1.86625|8.2367|226.472|53.5527|161.694|1.81943|-46.3221|120.359|
| Individual 661       |51.6522|0.078176|28.0536|2.11096|5.87203|212.481|0.0732588|140.268|2.03278|-45.7802|118.156|
| Individual 662       |62.5292|0.0158071|23.9791|1.88554|8.14828|258.265|24.8426|119.895|1.86973|-54.3809|176.979|
| Individual 663       |59.2748|0.0858651|48.0904|1.95532|5.20212|242.301|1.98743|240.452|1.86945|-54.0727|88.6828|
| Individual 664       |33.8465|0.00409213|46.8236|1.81716|4.00142|139.388|-5.09552|234.118|1.81307|-29.8451|-10.1485|
| Individual 665       |49.7626|0.117445|35.7298|2.10746|6.53289|205.583|209.115|178.649|1.99002|-43.2297|88.4441|
| Individual 666       |56.8395|0.0969898|44.1813|1.92402|5.76386|233.122|6.03555|220.906|1.82703|-51.0756|91.4429|
| Individual 667       |39.967|0.0242137|27.6432|2.05751|4.728|164.596|124.213|138.216|2.0333|-35.239|71.5|
| Individual 668       |42.058|0.021345|40.614|1.99207|4.74185|172.974|1.91417|203.07|1.97073|-37.3162|41.2784|
| Individual 669       |59.8662|0.0823758|37.9965|1.88077|5.16369|244.628|-58.6482|189.983|1.7984|-54.7025|121.647|
| Individual 670       |54.3766|0.0517912|46.0925|1.89813|4.77501|222.282|125.017|230.462|1.84634|-49.6016|74.7724|
| Individual 671       |49.8451|0.593425|21.0749|2.10336|5.9924|205.373|61.5789|105.375|1.50994|-43.8527|134.598|
| Individual 672       |65.0121|0.0255637|32.8673|1.95925|5.39622|265.445|0.109976|164.337|1.93368|-59.6159|157.174|
| Individual 673       |49.5568|0.0278243|46.4478|2.01528|19.0079|217.235|36.4621|232.239|1.98746|-30.549|67.9547|
| Individual 674       |53.9404|0.126604|29.2562|1.8933|4.92809|220.69|2.00782|146.281|1.7667|-49.0123|124.088|
| Individual 675       |58.3269|0.144604|39.6926|1.85905|5.36727|238.675|0.628466|198.463|1.71444|-52.9597|111.025|
| Individual 676       |35.1453|0.0139663|30.4111|2.05845|2.28972|142.871|246.944|152.056|2.04448|-32.8556|41.4153|
| Individual 677       |37.6457|0.00985257|23.3682|2.09922|-9.50592|141.077|6.13344|116.841|2.08937|-47.1516|60.5256|
| Individual 678       |44.7374|0.0581504|22.0061|1.81671|5.51679|184.466|182.31|110.03|1.75856|-39.2206|109.655|
| Individual 679       |44.7606|0.105018|40.7499|1.83442|5.07129|184.114|1.89785|203.75|1.7294|-39.6894|53.2171|
| Individual 680       |33.2012|0.10431|22.1457|1.89455|6.43272|139.237|-60.9504|110.728|1.79024|-26.7684|63.849|
| Individual 681       |47.5522|0.0383986|37.4514|1.72788|6.09801|196.307|128.069|187.257|1.68948|-41.4542|75.5053|
| Individual 682       |62.2256|0.298761|44.1762|1.87873|5.19044|254.093|51.1336|220.881|1.57997|-57.0351|113.664|
| Individual 683       |49.6204|0.025876|28.5166|2.05472|3.76362|202.245|0.00321684|142.583|2.02885|-45.8568|106.551|
| Individual 684       |54.9921|0.0464835|48.7039|1.84449|5.94579|225.914|35.6619|243.519|1.798|-49.0463|70.8125|
| Individual 685       |36.5222|0.0809521|45.1122|1.74615|4.42775|150.516|1.75038|225.561|1.66519|-32.0944|6.8538|
| Individual 686       |31.8968|0.172282|25.7748|1.98005|5.69329|133.281|5.35005|128.874|1.80777|-26.2035|46.9173|
| Individual 687       |50.9013|0.051054|33.2832|1.98779|5.49419|209.099|209.885|166.416|1.93673|-45.4071|99.566|
| Individual 688       |63.3125|0.130489|26.2927|1.96908|9.3985|262.649|5.25434|131.463|1.83859|-53.914|174.578|
| Individual 689       |53.0638|0.0542782|35.8504|1.9928|5.63004|217.885|178.31|179.252|1.93852|-47.4338|100.642|
| Individual 690       |71.1203|0.0752234|37.0715|1.94099|12.5384|297.02|1.74716|185.357|1.86577|-58.5819|176.476|
| Individual 691       |64.8859|0.234186|34.8285|2.11966|4.80878|264.352|-45.7836|174.143|1.88547|-60.0771|150.44|
| Individual 692       |47.9735|0.12136|23.9452|1.83491|5.30452|197.199|94.163|119.726|1.71355|-42.669|116.795|
| Individual 693       |53.4995|0.0479636|39.2972|1.96528|4.77506|218.773|20.7533|196.486|1.91732|-48.7244|91.2949|
| Individual 694       |63.4556|0.103948|48.5297|1.74977|5.8737|259.696|0.0802581|242.648|1.64582|-57.5819|105.878|
| Individual 695       |39.2163|0.116401|44.5275|1.87212|5.60585|162.471|38.3333|222.637|1.75572|-33.6104|20.1099|
| Individual 696       |39.3986|0.137538|49.7718|1.94859|4.86784|162.462|2.03153|248.859|1.81105|-34.5308|4.09173|
| Individual 697       |52.481|0.010643|37.4119|2.02806|5.6102|215.534|28.8853|187.06|2.01742|-46.8708|93.2114|
| Individual 698       |51.8381|0.162265|25.2286|1.78655|4.70966|212.062|111.898|126.143|1.62429|-47.1284|128.255|
| Individual 699       |72.4999|0.153664|27.7357|2.02063|4.01363|294.013|6.17485|138.678|1.86697|-68.4863|201.471|
| Individual 700       |42.0584|0.285865|49.6217|1.99584|4.95541|173.189|191.667|248.109|1.70997|-37.103|15.774|
| Individual 701       |53.4165|0.120976|45.8372|1.86451|5.93039|219.596|1.95127|229.186|1.74353|-47.4861|73.367|
| Individual 702       |52.5632|0.0822038|22.5166|1.95995|4.89126|215.144|8.132|112.583|1.87775|-47.6719|138.205|
| Individual 703       |65.2283|0.574616|21.8797|1.92406|4.315|265.228|-12.858|109.399|1.34944|-60.9133|192.842|
| Individual 704       |49.5111|0.0565175|27.2702|1.92103|2.63644|200.681|48.7159|136.351|1.86451|-46.8746|109.547|
| Individual 705       |49.99|0.00271347|36.74|1.93086|4.0098|203.97|0.123943|183.7|1.92814|-45.9802|84.1091|
| Individual 706       |50.1623|0.103636|47.5613|2.01717|2.92592|203.575|28.2994|237.807|1.91353|-47.2364|51.3236|
| Individual 707       |37.0184|0.243061|28.5487|1.95767|5.58494|153.658|1.91293|142.743|1.71461|-31.4334|59.4393|
| Individual 708       |47.1875|0.413939|37.0789|1.92178|7.16879|195.919|-5.40801|185.395|1.50784|-40.0187|77.1429|
| Individual 709       |43.2152|0.0680243|40.2609|1.90509|5.39863|178.259|189.456|201.305|1.83706|-37.8165|48.2911|
| Individual 710       |37.0141|0.00870106|26.9229|1.96454|5.04606|153.103|5.86273|134.615|1.95584|-31.9681|62.5545|
| Individual 711       |60.9373|0.160181|40.476|2.05285|26.7892|270.539|141.497|202.38|1.89267|-34.1481|139.647|
| Individual 712       |56.5618|0.113426|49.3595|2.05823|5.28133|231.528|1.78899|246.797|1.9448|-51.2804|73.726|
| Individual 713       |60.3121|0.0369641|27.7235|1.98936|5.46207|246.711|-54.1239|138.617|1.9524|-54.8501|153.778|
| Individual 714       |39.3586|0.107192|30.4999|2.01241|5.75771|163.192|95.6124|152.499|1.90522|-33.6009|62.1665|
| Individual 715       |44.6061|0.45901|37.1887|2.1322|4.73119|183.156|69.2362|185.944|1.67319|-39.8749|63.2234|
| Individual 716       |49.7296|0.201825|29.1291|1.94452|6.4152|205.334|0.0268406|145.645|1.74269|-43.3144|109.233|
| Individual 717       |62.5306|0.163285|30.0671|2.08354|4.74976|254.872|37.9243|150.336|1.92025|-57.7809|155.07|
| Individual 718       |39.2056|0.0820596|24.8979|2.00234|9.28304|166.105|2.07562|124.489|1.92028|-29.9226|81.8104|
| Individual 719       |34.6739|0.358832|23.9025|1.96046|15.2209|153.916|4.37056|119.513|1.60163|-19.4529|74.2006|
| Individual 720       |37.7829|0.130562|39.2917|2.12936|4.77413|155.906|281.315|196.459|1.9988|-33.0087|28.0363|
| Individual 721       |50.5037|0.0923045|45.0872|1.81034|4.15347|206.168|6.25369|225.436|1.71804|-46.3503|62.3167|
| Individual 722       |42.2313|0.219356|49.0543|1.91483|3.78451|172.71|189.621|245.272|1.69548|-38.4467|17.0692|
| Individual 723       |48.8452|0.0790986|34.534|1.854|4.33791|199.719|2.04878|172.67|1.7749|-44.5073|87.242|
| Individual 724       |50.5288|0.0555563|43.0473|1.81452|4.42354|206.539|-64.8657|215.237|1.75896|-46.1052|68.6018|
| Individual 725       |58.8805|0.168775|38.3907|2.07978|4.96856|240.491|157.299|191.954|1.911|-53.912|115.763|
| Individual 726       |47.649|0.0552312|39.3531|2.08433|2.38392|192.98|53.1695|196.765|2.0291|-45.2651|64.7753|
| Individual 727       |45.8807|0.124043|22.2362|1.87873|4.47786|188.001|0.105416|111.181|1.75469|-41.4028|112.519|
| Individual 728       |49.952|0.114761|45.1479|2.02774|2.49748|202.305|48.0781|225.739|1.91298|-47.4545|57.2968|
| Individual 729       |65.1087|0.0697017|28.4644|2.06|6.03816|266.473|2.05445|142.322|1.99029|-59.0705|171.128|
| Individual 730       |54.3824|0.104521|24.4722|1.37942|5.43536|222.965|4.84943|122.361|1.2749|-48.9471|143.174|
| Individual 731       |53.8016|0.870851|22.9889|2.02702|4.10748|219.314|217.527|114.944|1.15617|-49.6941|144.566|
| Individual 732       |45.0057|0.03556|46.7631|1.97422|7.28464|187.308|6.26878|233.815|1.93866|-37.7211|37.325|
| Individual 733       |45.9885|0.0390213|24.9328|2.08474|0.273981|184.228|240.39|124.664|2.04572|-45.7145|99.2009|
| Individual 734       |56.5917|0.0438146|38.1628|1.94657|-12.8907|213.476|1.94904|190.814|1.90276|-69.4824|89.4738|
| Individual 735       |53.6315|0.104901|22.2167|1.91543|-11.0806|203.445|-48.3201|111.084|1.81053|-64.7121|127.743|
| Individual 736       |49.0354|0.0182495|25.3845|1.97235|5.11388|201.255|63.548|126.922|1.9541|-43.9215|115.332|
| Individual 737       |42.8859|0.00451273|31.7535|1.98308|4.67972|176.223|47.8602|158.767|1.97857|-38.2062|71.0702|
| Individual 738       |51.1845|0.368953|35.6677|1.92859|5.07774|209.816|0.0131191|178.338|1.55964|-46.1068|95.0146|
| Individual 739       |53.382|0.0485514|39.8457|1.91191|5.59907|219.127|41.0741|199.228|1.86336|-47.7829|90.2733|
| Individual 740       |50.7254|0.022541|42.5118|1.96392|2.43895|205.341|1.8336|212.559|1.94138|-48.2865|68.0983|
| Individual 741       |55.3621|0.0454923|38.5174|1.91514|3.59988|225.048|5.32445|192.587|1.86965|-51.7622|100.148|
| Individual 742       |50.3942|0.0973606|25.4718|2.15576|5.90109|207.478|196.765|127.359|2.0584|-44.4932|120.771|
| Individual 743       |46.9928|0.0945312|20.0951|1.98383|8.93905|196.91|5.51393|100.476|1.8893|-38.0537|127.178|
| Individual 744       |50.8745|0.399132|47.7217|1.92172|5.44806|208.946|205.371|238.609|1.52258|-45.4264|58.1678|
| Individual 745       |34.6254|0.0191837|31.9611|2.05803|42.4487|180.95|1.82049|159.805|2.03885|7.82324|74.8729|
| Individual 746       |36.4476|0.151698|31.6826|1.89463|5.83182|151.622|-42.5357|158.413|1.74293|-30.6158|47.8597|
| Individual 747       |72.325|0.0689043|24.64|2.04955|5.09583|294.396|64.4402|123.2|1.98065|-67.2292|210.573|
| Individual 748       |61.5309|0.216777|48.4649|1.99761|2.54214|248.666|62.2046|242.324|1.78084|-58.9888|94.367|
| Individual 749       |27.5889|0.144907|37.3225|1.97886|7.12992|117.486|0.040161|186.612|1.83395|-20.459|-3.65154|
| Individual 750       |56.7843|0.0687682|34.1166|2.03637|5.30898|232.446|37.1955|170.583|1.96761|-51.4753|120.258|
| Individual 751       |28.5757|0.125297|25.7732|1.69624|23.7135|138.016|1.88458|128.866|1.57094|-4.8622|52.8422|
| Individual 752       |57.9217|0.0877394|20.0818|1.89859|1.31253|232.999|4.91924|100.409|1.81086|-56.6092|163.7|
| Individual 753       |53.6977|0.0991904|35.1782|1.94729|4.67198|219.463|253.738|175.891|1.8481|-49.0257|104.688|
| Individual 754       |56.3356|0.0234523|28.3504|2.03919|5.62654|230.969|5.69389|141.752|2.01574|-50.7091|135.839|
| Individual 755       |57.7807|0.110262|25.2094|2.03122|4.82348|235.946|185.977|126.047|1.92096|-52.9572|150.713|
| Individual 756       |40.5067|0.0420963|37.0894|2.00346|7.78107|169.808|1.84441|185.447|1.96136|-32.7256|48.7328|
| Individual 757       |52.5305|0.0227781|20.2963|1.95853|5.46145|215.583|-57.2854|101.481|1.93575|-47.069|145.016|
| Individual 758       |51.1792|0.00156437|33.4672|1.8309|3.9503|208.667|132.929|167.336|1.82933|-47.2289|99.1186|
| Individual 759       |43.9859|0.0519112|42.5953|1.95792|4.93296|180.877|42.6369|212.977|1.90601|-39.053|43.5606|
| Individual 760       |57.0804|0.256041|37.7316|1.96707|5.84193|234.163|0.067696|188.658|1.71103|-51.2384|112.413|
| Individual 761       |45.8516|0.127683|23.4602|2.01005|-1.472|181.934|44.1474|117.301|1.88237|-47.3236|102.142|
| Individual 762       |62.0797|5.76327e-05|25.3736|2.10597|6.63655|254.955|1.86482|126.868|2.10591|-55.4432|168.305|
| Individual 763       |58.6216|0.0913102|43.4413|2.03831|4.78985|239.276|5.50657|217.206|1.947|-53.8317|99.2173|
| Individual 764       |40.7795|0.0435688|46.0638|1.92414|6.55133|169.669|176.054|230.319|1.88057|-34.2282|22.0752|
| Individual 765       |53.3164|0.0881191|39.5886|2.0661|3.29231|216.558|5.66216|197.943|1.97798|-50.0241|87.9024|
| Individual 766       |50.7326|0.0175786|48.5669|1.99114|5.27887|208.209|220.737|242.834|1.97356|-45.4537|52.6407|
| Individual 767       |42.0205|0.0921085|24.0164|2.01336|-4.69184|163.39|1.79713|120.082|1.92125|-46.7123|81.7347|
| Individual 768       |45.5221|0.0594033|33.0729|1.98057|3.25567|185.344|-37.1304|165.365|1.92117|-42.2664|76.5193|
| Individual 769       |38.4758|0.325525|41.3814|1.61664|5.24929|159.153|34.6266|206.907|1.29111|-33.2265|28.5529|
| Individual 770       |50.2509|0.0452602|45.3699|2.03257|247.855|448.859|37.9471|226.85|1.98731|197.604|302.812|
| Individual 771       |52.331|0.0917286|42.4445|1.82491|6.27569|215.6|0.105353|212.223|1.73318|-46.0553|79.6001|
| Individual 772       |45.8466|0.0325838|33.7212|1.97176|4.75241|188.139|21.8043|168.606|1.93917|-41.0941|77.2793|
| Individual 773       |45.0413|0.028025|37.9493|1.84798|4.35157|184.517|2.06701|189.746|1.81996|-40.6897|61.5691|
| Individual 774       |56.0064|0.113665|31.9522|1.99387|4.82516|228.851|4.67931|159.761|1.8802|-51.1813|123.593|
| Individual 775       |48.6103|0.000875965|49.8459|1.94212|-11.4462|182.995|156.468|249.229|1.94124|-60.0565|23.7511|
| Individual 776       |39.5778|0.210395|22.9347|1.87157|4.19234|162.503|6.30639|114.674|1.66118|-35.3854|85.3934|
| Individual 777       |33.6533|0.0235947|39.4817|1.62452|5.5671|140.18|109.021|197.408|1.60093|-28.0862|13.7305|
| Individual 778       |51.5287|0.0207035|38.5881|1.97519|6.21633|212.331|1.96166|192.94|1.95448|-45.3124|86.7945|
| Individual 779       |46.17|0.213207|25.7064|1.65541|4.88868|189.569|-33.2678|128.532|1.4422|-41.2813|105.239|
| Individual 780       |34.8218|0.0199069|36.5773|2.05601|5.19895|144.486|81.2467|182.887|2.0361|-29.6228|24.5735|
| Individual 781       |30.6978|0.150494|34.3301|2.02431|4.17721|126.968|31.0323|171.65|1.87382|-26.5206|14.609|
| Individual 782       |55.1651|0.0507881|35.4848|2.09255|4.35103|225.012|0.0187289|177.424|2.04176|-50.8141|108.348|
| Individual 783       |46.7585|0.012579|32.4584|2.00337|11.643|198.677|20.9421|162.292|1.99079|-35.1156|91.3478|
| Individual 784       |28.3696|0.0305702|20.0526|1.81827|3.42193|116.9|1.97591|100.263|1.7877|-24.9477|47.8041|
| Individual 785       |63.3543|0.125853|36.7966|1.88692|4.45834|257.876|6.18736|183.983|1.76107|-58.896|138.68|
| Individual 786       |67.6199|0.214446|38.6096|2.10428|5.10768|275.587|130.317|193.048|1.88984|-62.5122|150.309|
| Individual 787       |58.4242|0.0960844|41.4419|1.99323|9.98489|243.682|5.94645|207.209|1.89714|-48.4393|109.87|
| Individual 788       |40.2704|0.0536252|28.3909|1.93333|-9.3439|151.738|104.711|141.954|1.87971|-49.6143|57.1664|
| Individual 789       |61.8352|0.127197|44.5008|1.99214|7.36204|254.703|1.95718|222.504|1.86494|-54.4731|111.876|
| Individual 790       |54.7999|0.0736361|30.4743|1.97321|5.55466|224.754|-24.845|152.372|1.89958|-49.2453|123.834|
| Individual 791       |43.4077|0.0342136|21.54|1.99219|6.00148|179.632|57.7044|107.7|1.95798|-37.4063|105.223|
| Individual 792       |43.0346|0.43698|36.6679|2.04158|3.49166|175.63|62.7013|183.339|1.6046|-39.543|57.6037|
| Individual 793       |38.7296|0.0955703|39.731|1.95619|5.99901|160.918|0.281127|198.655|1.86062|-32.7306|32.4215|
| Individual 794       |21.0319|0.00157219|42.6375|1.72109|5.92604|90.0537|37.3959|213.188|1.71952|-15.1059|-46.4565|
| Individual 795       |44.978|0.0240681|46.6692|1.79849|7.13371|187.046|2.06129|233.346|1.77443|-37.8442|38.1658|
| Individual 796       |76.5219|0.141768|22.7057|2.06522|6.20084|312.289|5.67753|113.529|1.92345|-70.3211|234.554|
| Individual 797       |53.3976|0.0227783|29.34|1.93693|6.9315|220.522|256.483|146.7|1.91415|-46.4661|122.931|
| Individual 798       |43.4723|0.0425506|20.2112|2.06477|5.10199|178.991|6.465|101.056|2.02222|-38.3703|108.247|
| Individual 799       |51.9722|0.0447355|30.8733|2.04954|4.81317|212.702|186.979|154.367|2.00481|-47.159|110.058|
| Individual 800       |51.3113|0.0326357|23.7879|1.97385|5.21111|210.456|1.78016|118.94|1.94121|-46.1002|129.387|
| Individual 801       |39.6561|0.0938743|30.9055|1.93851|4.20806|162.833|-57.0238|154.527|1.84464|-35.4481|60.893|
| Individual 802       |51.0115|0.0256942|28.3822|1.90915|7.32396|211.37|135.394|141.911|1.88346|-43.6875|116.806|
| Individual 803       |53.6958|0.112138|45.7721|1.98658|4.77226|219.556|53.5373|228.86|1.87445|-48.9236|72.8671|
| Individual 804       |28.9396|0.125291|32.5351|1.82272|3.39807|119.156|0.126911|162.676|1.69743|-25.5415|13.0637|
| Individual 805       |41.205|0.130305|28.6715|2.0645|5.15568|169.976|22.1861|143.357|1.93419|-36.0493|74.2904|
| Individual 806       |54.5708|0.163961|26.717|1.81134|3.56902|221.852|2.06073|133.585|1.64738|-51.0018|133.464|
| Individual 807       |39.3766|0.132846|41.579|2.02938|2.01422|159.521|5.29003|207.895|1.89654|-37.3624|25.3009|
| Individual 808       |42.797|0.0495104|25.913|1.74082|7.19077|178.379|219.439|129.565|1.69131|-35.6062|92.1832|
| Individual 809       |57.8656|0.0791006|43.7422|1.84039|3.97597|235.439|6.30911|218.711|1.76129|-53.8897|95.4055|
| Individual 810       |49.6311|0.071227|22.5512|1.96888|5.26435|203.789|110.93|112.756|1.89766|-44.3668|126.647|
| Individual 811       |48.8862|0.0812058|34.3122|1.98457|4.75524|200.3|1.93382|171.561|1.90337|-44.1309|87.8465|
| Individual 812       |37.2431|0.114782|46.6227|2.05347|4.94619|153.918|-48.2473|233.113|1.93869|-32.2969|4.35691|
| Individual 813       |40.7304|0.00497514|24.8471|2.03857|4.63971|167.562|143.212|124.236|2.03359|-36.0907|82.8522|
| Individual 814       |49.8096|0.202405|37.7653|1.90496|4.17059|203.409|67.5934|188.826|1.70256|-45.639|81.6003|
| Individual 815       |55.0825|0.0619582|30.4122|1.96278|11.8605|232.191|0.16769|152.061|1.90082|-43.222|131.45|
| Individual 816       |59.0889|0.0973652|27.5096|1.75909|1.0023|237.358|43.0808|137.548|1.66173|-58.0866|146.521|
